0,-207171.93545226
0.1,-204605.128905473
0.2,-199358.576568962
0.3,-194231.683709078
0.4,-192941.314893843
0.5,-191772.704197075
0.6,-195656.459223103
0.7,-199296.267097659
0.8,-204580.199920872
0.9,-206269.157031859
1,-198944.223126578
1.1,-197527.938141797
1.2,-194586.651571158
1.3,-195847.869189993
1.4,-194184.44022711
1.5,-190511.801925099
1.6,-188358.823500438
1.7,-197533.559221736
1.8,-208413.936676633
1.9,-212046.055149622
2,-212206.025325766
2.1,-212365.499449896
2.2,-215082.755821219
2.3,-213718.995904277
2.4,-218627.84110909
2.5,-219698.855812967
2.6,-220526.289278445
2.7,-221414.611685385
2.8,-220048.729858597
2.9,-213751.878660755
3,-207513.9063081
3.1,-206755.805224674
3.2,-207092.575520168
3.3,-210902.674115435
3.4,-218304.622551837
3.5,-217726.990016831
3.6,-207101.92230299
3.7,-203967.417859964
3.8,-212099.575410263
3.9,-212129.573810867
4,-208932.827814568
4.1,-206224.134099025
4.2,-208020.703162211
4.3,-209755.670957339
4.4,-204060.752868457
4.5,-201594.014701554
4.6,-203328.087151178
4.7,-211151.016968915
4.8,-214651.983158692
4.9,-203657.191717121
5,-202954.40621111
5.1,-203103.390918517
5.2,-203617.828249677
5.3,-204924.773405004
5.4,-204159.4593844
5.5,-204368.503172261
5.6,-205367.999799935
5.7,-202411.2642738
5.8,-195555.505011409
5.9,-196249.554029274
6,-197797.378238014
6.1,-194289.63034095
6.2,-191208.586689966
6.3,-188309.039554273
6.4,-190950.66423915
6.5,-201691.71577646
6.6,-209203.906057323
6.7,-210140.235209583
6.8,-209431.276007191
6.9,-202144.395828842
7,-189072.402298495
7.1,-188546.095452839
7.2,-192584.177968522
7.3,-195162.872716338
7.4,-195728.425314283
7.5,-196052.402927514
7.6,-196071.452778282
7.7,-196087.980018728
7.8,-198237.266319717
7.9,-200872.369856707
8,-199367.158195883
8.1,-198468.302387584
8.2,-196962.048944119
8.3,-198011.480077817
8.4,-197903.836905024
8.5,-196700.410799482
8.6,-195739.58117027
8.7,-199038.547150336
8.8,-199782.759410328
8.9,-202655.546518515
9,-196880.322107123
9.1,-198597.426094557
9.2,-202199.924401632
9.3,-197093.088769157
9.4,-192471.945184078
9.5,-189192.646866699
9.6,-189868.620312132
9.7,-190300.794730441
9.8,-192195.354108021
9.9,-194818.734115582
10,-194153.722446709
10.1,-192999.691538525
10.2,-194037.500508976
10.3,-197023.9884949
10.4,-198671.417569653
10.5,-193495.459116039
10.6,-187711.953424086
10.7,-188137.483433969
10.8,-187953.420620436
10.9,-189779.327331676
11,-188376.078417753
11.1,-184718.34811925
11.2,-178746.880883714
11.3,-179961.169170278
11.4,-185741.652777607
11.5,-188231.69007391
11.6,-190418.64871587
11.7,-192786.804698976
11.8,-197894.42536156
11.9,-202940.096199852
12,-206158.377026073
12.1,-202739.250746212
12.2,-207478.554181266
12.3,-205457.865426587
12.4,-196372.735352563
12.5,-198372.124638537
12.6,-197444.856515041
12.7,-194265.243911268
12.8,-186700.050371608
12.9,-183946.363832221
13,-185331.937644217
13.1,-187934.807758181
13.2,-190841.614581502
13.3,-187720.059806017
13.4,-183196.281505574
13.5,-189389.348432632
13.6,-195645.298688946
13.7,-192460.571746233
13.8,-191040.864893309
13.9,-193092.385442757
14,-197395.277511118
14.1,-197619.290883832
14.2,-195711.748775821
14.3,-186190.388445402
14.4,-188301.455926743
14.5,-194004.427093687
14.6,-195687.879874601
14.7,-197005.329571294
14.8,-200760.262287899
14.9,-205792.083808384
15,-203455.443689451
15.1,-203615.614667788
15.2,-202253.37039331
15.3,-201379.383138338
15.4,-198494.672845118
15.5,-195912.327038957
15.6,-192906.986136198
15.7,-189960.905246305
15.8,-189084.758634668
15.9,-200327.722935313
16,-205786.075382415
16.1,-203876.255095717
16.2,-200808.00263942
16.3,-201943.072505734
16.4,-205452.703800111
16.5,-204822.755828356
16.6,-194875.432897409
16.7,-190774.395441148
16.8,-191179.241867996
16.9,-190671.062876529
17,-184074.106855693
17.1,-179183.748612165
17.2,-178981.252558099
17.3,-190836.978861395
17.4,-201718.531632956
17.5,-203771.340178426
17.6,-203327.747788436
17.7,-195820.918875316
17.8,-197023.430412268
17.9,-202732.161398479
18,-204117.867605176
18.1,-202032.652603279
18.2,-200922.856022059
18.3,-201642.624551972
18.4,-206137.248632686
18.5,-209292.276681269
18.6,-207638.146128368
18.7,-208786.330397837
18.8,-210239.896612763
18.9,-211206.057721023
19,-211566.328798619
19.1,-212291.325174379
19.2,-217097.91165423
19.3,-220992.191620332
19.4,-217701.136859359
19.5,-217762.28208616
19.6,-218674.605086222
19.7,-217093.183539368
19.8,-219836.670941144
19.9,-221361.509542796
20,-218261.475399826
20.1,-223321.775164825
20.2,-227835.75827908
20.3,-231317.13296845
20.4,-233945.735937773
20.5,-230972.865724169
20.6,-228489.74227551
20.7,-230452.293970462
20.8,-228885.382650059
20.9,-226711.005053753
21,-224111.037478704
21.1,-220233.425185777
21.2,-221412.54171562
21.3,-223749.710054382
21.4,-222496.222765972
21.5,-215764.048552443
21.6,-209274.555851944
21.7,-210461.431785796
21.8,-211893.059664083
21.9,-217102.38780389
22,-217623.867585804
22.1,-214127.725519192
22.2,-211364.738529282
22.3,-209089.714896668
22.4,-209008.852371426
22.5,-211731.073954858
22.6,-215368.339565483
22.7,-216814.777263797
22.8,-215584.076938989
22.9,-219592.144270362
23,-218362.775119707
23.1,-212997.33246107
23.2,-212198.405523323
23.3,-212923.460758968
23.4,-209814.858822372
23.5,-209084.354109018
23.6,-207560.679995429
23.7,-209451.071978191
23.8,-212622.278724143
23.9,-211226.254773068
24,-208127.758214552
24.1,-207466.590818068
24.2,-209424.602696892
24.3,-207001.300805949
24.4,-201108.006134926
24.5,-198079.064831659
24.6,-197912.42291451
24.7,-197444.977606546
24.8,-198865.134380219
24.9,-195049.794644189
25,-190931.568654887
25.1,-198265.78018425
25.2,-202798.06937846
25.3,-202217.40151631
25.4,-199323.135969479
25.5,-191863.493286579
25.6,-184466.621105115
25.7,-184012.427646335
25.8,-185145.296699304
25.9,-184937.099948454
26,-185888.864359907
26.1,-191347.559171634
26.2,-193824.317555927
26.3,-197520.223669894
26.4,-194885.10902708
26.5,-191640.30179125
26.6,-191625.212719921
26.7,-189845.890373229
26.8,-188310.910962811
26.9,-184707.184625738
27,-177571.65055691
27.1,-179389.090422502
27.2,-184679.234506522
27.3,-182845.287568623
27.4,-189780.321631151
27.5,-196838.930588153
27.6,-199149.757906803
27.7,-197258.342503561
27.8,-193054.74089494
27.9,-187450.248922623
28,-179592.75896862
28.1,-177888.539296461
28.2,-186352.718697368
28.3,-187633.212600523
28.4,-183007.07246387
28.5,-184836.472205227
28.6,-192148.744419177
28.7,-195440.274199519
28.8,-194715.110183846
28.9,-196424.040313895
29,-193870.998606471
29.1,-189432.351114791
29.2,-190290.400720533
29.3,-191028.211713029
29.4,-194808.83537286
29.5,-198225.982599957
29.6,-194275.041195967
29.7,-192151.003185855
29.8,-188688.692930081
29.9,-190034.437798397
30,-189555.512697773
30.1,-187188.532456551
30.2,-186098.589918843
30.3,-185740.071199894
30.4,-185747.176249042
30.5,-184049.958809027
30.6,-183509.053437063
30.7,-183454.201995253
30.8,-185896.009162482
30.9,-194792.383165099
31,-203383.910603608
31.1,-203877.247684885
31.2,-201323.489755618
31.3,-201206.920366387
31.4,-199322.301834718
31.5,-196096.649693984
31.6,-193724.469153234
31.7,-193544.105750703
31.8,-192386.295673466
31.9,-187942.021591828
32,-185444.236515073
32.1,-182884.294391396
32.2,-182211.500083683
32.3,-183548.412078107
32.4,-189755.6654538
32.5,-191638.185780183
32.6,-196989.232763393
32.7,-205324.493445599
32.8,-213354.148412527
32.9,-218581.194648976
33,-221980.265113786
33.1,-228058.928975681
33.2,-228104.341853922
33.3,-215972.138838346
33.4,-205297.49258413
33.5,-201809.891214732
33.6,-201363.357979236
33.7,-202864.667400233
33.8,-210453.589739488
33.9,-210735.989784703
34,-213145.934217532
34.1,-215492.925372128
34.2,-219483.116637142
34.3,-225602.787555004
34.4,-218506.415041551
34.5,-206902.682390811
34.6,-204917.169466032
34.7,-208714.492643235
34.8,-213243.481249485
34.9,-211252.287406392
35,-204935.427611957
35.1,-195817.203335671
35.2,-190105.253478726
35.3,-183843.641424813
35.4,-178615.927761651
35.5,-180876.997922547
35.6,-188370.977083896
35.7,-187583.184432767
35.8,-195011.527117836
35.9,-208408.306303541
36,-211508.507400041
36.1,-216739.705813442
36.2,-216245.235553024
36.3,-203931.834590593
36.4,-207086.254362223
36.5,-214012.394932438
36.6,-208453.421172366
36.7,-206118.519780421
36.8,-208472.751093214
36.9,-202540.888409687
37,-198797.083206995
37.1,-194748.44856143
37.2,-191490.204907389
37.3,-189322.714420907
37.4,-188861.015000109
37.5,-183523.500152068
37.6,-183054.856277457
37.7,-186603.006627286
37.8,-189235.324571863
37.9,-193510.071572909
38,-195589.854319446
38.1,-193829.785387004
38.2,-196756.728389944
38.3,-196454.786367233
38.4,-195784.642249165
38.5,-192858.256808065
38.6,-189990.743943806
38.7,-190042.790977138
38.8,-193077.753398115
38.9,-192577.388038676
39,-190918.11496673
39.1,-193702.790601251
39.2,-202999.293592441
39.3,-206813.233930652
39.4,-207641.594830326
39.5,-214495.53093564
39.6,-216537.187589636
39.7,-219917.045604976
39.8,-222988.199492753
39.9,-219177.251037137
40,-213414.811250368
40.1,-213009.941141409
40.2,-206575.136514007
40.3,-203119.520780307
40.4,-205266.779393913
40.5,-203027.057619568
40.6,-203584.780141844
40.7,-197687.741129691
40.8,-191177.893395599
40.9,-194167.773098001
41,-198982.637691592
41.1,-201907.740175702
41.2,-203124.985520393
41.3,-202027.550600043
41.4,-198554.185604591
41.5,-198610.196698092
41.6,-199639.417854172
41.7,-197075.037187442
41.8,-201207.373785653
41.9,-198822.200812883
42,-198507.737145967
42.1,-203304.533099258
42.2,-199516.137144429
42.3,-190671.460399709
42.4,-189743.735509115
42.5,-192954.889816757
42.6,-189101.351949365
42.7,-190238.897941564
42.8,-197101.154486858
42.9,-207191.227781142
43,-209119.60662492
43.1,-207271.370408061
43.2,-196593.409119647
43.3,-191336.052535993
43.4,-190218.19923064
43.5,-187943.584300376
43.6,-191330.910219953
43.7,-190944.105585229
43.8,-191348.06970124
43.9,-191752.106817297
44,-196175.545698306
44.1,-196214.204767462
44.2,-204169.073610148
44.3,-212857.889544982
44.4,-215090.217076906
44.5,-219515.597742186
44.6,-219372.69856816
44.7,-215944.81906107
44.8,-206730.992297102
44.9,-196911.169127675
45,-196832.909175229
45.1,-200715.684812357
45.2,-197717.61394493
45.3,-194720.751274201
45.4,-197450.620893336
45.5,-195978.714522574
45.6,-201206.33831512
45.7,-210456.800051406
45.8,-207771.693492752
45.9,-193273.70311262
46,-189862.631285125
46.1,-192601.850990253
46.2,-198328.354761111
46.3,-201073.628309339
46.4,-201383.327075719
46.5,-199077.720363494
46.6,-196713.110320217
46.7,-203425.355616562
46.8,-207277.34274589
46.9,-209548.285002344
47,-210299.564278162
47.1,-207095.599799103
47.2,-207182.15821037
47.3,-203618.091713542
47.4,-200179.573559924
47.5,-202651.380278223
47.6,-201593.356818943
47.7,-198527.869960822
47.8,-196440.317718177
47.9,-197098.26641125
48,-195810.281935011
48.1,-198604.294355791
48.2,-200976.855391351
48.3,-202682.837818858
48.4,-206280.576921913
48.5,-208786.867353642
48.6,-210747.352139243
48.7,-211798.38681323
48.8,-210844.810026933
48.9,-210504.209379546
49,-211933.182932127
49.1,-210687.531077893
49.2,-209139.637489895
49.3,-208207.026250458
49.4,-210993.594819492
49.5,-210921.891666598
49.6,-208723.493537521
49.7,-207199.88007181
49.8,-205740.150886752
49.9,-205077.922529082
50,-207710.21328232
50.1,-204803.716427624
50.2,-203181.199846442
50.3,-206375.651735126
50.4,-207623.665586598
50.5,-207906.094542561
50.6,-206485.340946272
50.7,-201295.63438526
50.8,-196231.627681601
50.9,-200126.726564763
51,-204329.469648577
51.1,-202995.94415521
51.2,-199720.426227282
51.3,-193466.980718805
51.4,-195316.680938549
51.5,-204235.632178306
51.6,-210844.935154256
51.7,-212042.831503559
51.8,-213609.963071544
51.9,-210736.335756537
52,-210001.534596095
52.1,-213046.388833862
52.2,-213052.296018931
52.3,-212395.684993308
52.4,-213387.596179868
52.5,-215603.035383777
52.6,-215206.671384471
52.7,-211344.405406525
52.8,-208217.361852679
52.9,-204366.610071587
53,-199608.262437127
53.1,-197595.823492984
53.2,-191447.332005647
53.3,-191516.403389737
53.4,-191775.189764958
53.5,-192344.253682147
53.6,-192855.797781991
53.7,-194958.800406574
53.8,-196458.714696676
53.9,-195526.750285212
54,-197647.231427642
54.1,-192952.862808981
54.2,-194657.923351986
54.3,-205077.511649418
54.4,-208682.231194126
54.5,-207846.434609265
54.6,-205189.673987745
54.7,-199069.091488935
54.8,-196728.316268753
54.9,-194395.326816076
55,-193831.466682803
55.1,-197964.825586655
55.2,-201736.073432548
55.3,-201373.183423302
55.4,-196996.691374158
55.5,-199446.496757435
55.6,-201111.131973641
55.7,-199368.966012068
55.8,-194953.531973522
55.9,-192615.569455295
56,-194970.525955596
56.1,-197210.391362717
56.2,-197506.345097216
56.3,-197746.402102919
56.4,-197991.829760227
56.5,-199462.468564972
56.6,-200143.549814408
56.7,-196508.231781692
56.8,-197263.152123049
56.9,-207095.69658348
57,-215899.4639162
57.1,-217276.715264412
57.2,-217381.952413643
57.3,-221572.773526544
57.4,-224914.46929525
57.5,-218884.22356197
57.6,-210543.778428218
57.7,-211525.828325115
57.8,-215679.873620596
57.9,-217766.744024202
58,-212796.556260491
58.1,-211361.942148205
58.2,-213951.213651584
58.3,-216970.08773652
58.4,-217194.12562785
58.5,-211392.758172346
58.6,-204866.363004301
58.7,-202484.172606864
58.8,-200715.245917004
58.9,-199132.476078217
59,-195181.638482319
59.1,-195738.5253789
59.2,-197458.139133494
59.3,-201251.760589277
59.4,-200482.570322079
59.5,-193750.83096568
59.6,-195791.022800599
59.7,-201793.073157798
59.8,-205910.935832331
59.9,-207535.646840074
60,-204292.796139837
60.1,-196000.478463022
60.2,-193921.539700207
60.3,-195804.171218754
60.4,-198483.191532066
60.5,-192579.62076116
60.6,-186556.92984214
60.7,-188941.933796103
60.8,-189137.823308775
60.9,-185622.265382159
61,-184790.87258036
61.1,-185605.58495955
61.2,-187761.902580611
61.3,-187669.634539307
61.4,-186546.571215457
61.5,-184329.329249831
61.6,-182419.601378932
61.7,-185931.831156852
61.8,-187924.753393969
61.9,-189920.620737884
62,-196731.465246457
62.1,-192827.864102786
62.2,-200860.215120309
62.3,-207131.974191609
62.4,-200617.24453496
62.5,-193678.207310757
62.6,-191858.417203785
62.7,-192840.69873197
62.8,-194193.450578318
62.9,-194451.572806114
63,-195686.989388081
63.1,-196436.6463295
63.2,-194023.746639192
63.3,-195205.598342554
63.4,-196389.990579167
63.5,-192521.681995731
63.6,-191459.345394811
63.7,-195695.842528492
63.8,-197864.918081575
63.9,-194738.082960924
64,-192588.383446973
64.1,-187455.817458569
64.2,-187991.882741163
64.3,-194860.660045354
64.4,-198019.1267649
64.5,-197830.995612754
64.6,-194416.823294612
64.7,-191857.162177643
64.8,-192528.42008431
64.9,-195088.126439548
65,-195339.265355988
65.1,-192484.941284228
65.2,-190364.600089068
65.3,-189950.882275267
65.4,-191429.74373888
65.5,-188280.897974002
65.6,-186475.001229271
65.7,-184610.338293172
65.8,-185245.18958571
65.9,-185396.297245612
66,-184086.96538343
66.1,-183936.779073444
66.2,-186349.537168935
66.3,-192173.25130734
66.4,-195868.451751314
66.5,-196705.693989459
66.6,-198943.32935004
66.7,-201978.603170994
66.8,-200690.936001484
66.9,-198737.941018116
67,-200318.717943302
67.1,-203729.156689609
67.2,-203000.696511641
67.3,-200632.381404729
67.4,-194186.545579807
67.5,-198340.545445985
67.6,-201645.585290178
67.7,-205987.711374364
67.8,-208872.048688761
67.9,-208106.137624954
68,-201861.234156219
68.1,-200065.977117852
68.2,-196751.81616033
68.3,-197155.881745401
68.4,-198172.345352875
68.5,-202541.376730552
68.6,-200824.836204639
68.7,-198198.556897126
68.8,-194723.890953965
68.9,-192225.594038515
69,-191194.120897492
69.1,-196925.863887655
69.2,-204183.794861535
69.3,-203772.935245771
69.4,-198981.074651924
69.5,-197419.711713527
69.6,-201587.907032636
69.7,-200280.035803714
69.8,-193250.952434615
69.9,-195484.52905772
70,-201312.594118364
70.1,-202275.77271687
70.2,-196604.587051111
70.3,-191851.279087081
70.4,-192278.312173826
70.5,-193927.790064301
70.6,-197897.040896824
70.7,-197486.004616608
70.8,-193851.265443976
70.9,-197407.783489914
71,-202370.913868455
71.1,-204596.813633606
71.2,-210178.775733379
71.3,-219419.265103537
71.4,-220503.736044963
71.5,-217635.389226609
71.6,-217755.500920249
71.7,-216481.15277683
71.8,-218317.957231707
71.9,-222291.286188703
72,-224381.932997266
72.1,-222642.63732914
72.2,-212443.231500864
72.3,-205355.194476966
72.4,-204848.158443499
72.5,-203982.977200562
72.6,-201721.670981659
72.7,-202694.485581434
72.8,-204281.892890096
72.9,-204230.121360189
73,-211493.121319805
73.1,-211209.706638857
73.2,-213063.297243113
73.3,-219366.981871894
73.4,-209785.460198113
73.5,-201059.845896765
73.6,-202146.123211841
73.7,-201166.373700602
73.8,-201655.595534819
73.9,-206656.340054856
74,-206546.531645068
74.1,-203704.632381207
74.2,-198674.182640145
74.3,-198827.565322465
74.4,-198439.348064168
74.5,-199577.397756117
74.6,-199748.843110972
74.7,-197063.596401549
74.8,-195054.593975579
74.9,-195914.338773826
75,-205729.938994027
75.1,-210741.533366054
75.2,-211801.187423877
75.3,-209822.2649103
75.4,-213574.772247827
75.5,-212884.902904514
75.6,-209281.060066322
75.7,-208178.078743707
75.8,-213474.633156445
75.9,-215977.712094336
76,-219277.441237138
76.1,-214603.776773748
76.2,-205736.870949885
76.3,-203085.470940217
76.4,-204520.383796336
76.5,-202734.589377575
76.6,-196324.276559323
76.7,-189372.001750727
76.8,-186812.392365321
76.9,-194426.016806188
77,-193518.307460439
77.1,-198341.518926001
77.2,-204571.89418552
77.3,-202464.6915551
77.4,-199388.145098512
77.5,-203501.259734906
77.6,-207987.394997188
77.7,-206935.108377004
77.8,-205340.307695165
77.9,-201619.342057267
78,-200461.614396482
78.1,-200647.184691041
78.2,-193348.753924712
78.3,-183496.833672083
78.4,-183026.505356777
78.5,-187861.231483474
78.6,-189167.57581775
78.7,-184325.899219965
78.8,-183448.616260083
78.9,-181296.521705153
79,-179637.023653477
79.1,-187419.870854542
79.2,-203670.305031217
79.3,-207685.112593106
79.4,-203787.914354009
79.5,-203243.557697232
79.6,-200753.569406486
79.7,-206612.20709723
79.8,-207601.006383976
79.9,-205364.7611725
80,-205933.272971582
80.1,-207906.755437139
80.2,-197034.851729643
80.3,-186713.602376301
80.4,-191009.262386143
80.5,-198901.992718209
80.6,-197234.618865701
80.7,-194781.140102638
80.8,-192937.051608271
80.9,-193958.093899994
81,-202472.324932297
81.1,-210073.331828831
81.2,-214024.970993295
81.3,-219682.726787533
81.4,-223454.294106414
81.5,-223878.571281091
81.6,-226862.742138499
81.7,-218642.749563421
81.8,-210971.773440868
81.9,-208477.864227875
82,-208118.371048764
82.1,-205140.36633794
82.2,-202529.052928474
82.3,-201622.70060906
82.4,-208512.389002455
82.5,-214430.024299922
82.6,-210115.067233928
82.7,-200563.365748045
82.8,-198625.368867529
82.9,-207100.332856871
83,-210642.64905465
83.1,-212721.789129146
83.2,-211880.730414994
83.3,-206225.17531253
83.4,-207514.42828009
83.5,-199787.834926799
83.6,-195532.129136624
83.7,-198766.441403634
83.8,-213326.001772142
83.9,-213331.781188007
84,-206088.602639652
84.1,-205480.846283575
84.2,-203044.876280503
84.3,-200852.521510027
84.4,-199387.935699484
84.5,-191162.158025324
84.6,-196148.726267474
84.7,-208744.684281807
84.8,-208308.089650029
84.9,-207321.595581175
85,-199571.28939562
85.1,-187617.363926102
85.2,-187293.5536226
85.3,-196343.899363709
85.4,-201372.149969068
85.5,-197322.971758851
85.6,-186695.262462611
85.7,-174176.338789102
85.8,-174927.682705038
85.9,-188528.261844475
86,-197433.850725262
86.1,-195375.378788858
86.2,-188562.45807367
86.3,-191490.448299539
86.4,-191004.225356507
86.5,-194044.92171125
86.6,-200796.343968344
86.7,-202124.667110361
86.8,-202717.223766134
86.9,-199165.63271726
87,-190066.031642359
87.1,-193083.014707237
87.2,-204740.775801877
87.3,-204701.863843829
87.4,-203683.520448381
87.5,-204670.988236929
87.6,-203036.024626751
87.7,-204804.367042804
87.8,-205958.735767979
87.9,-209727.538993897
88,-210994.183888643
88.1,-200195.770535876
88.2,-189273.517887901
88.3,-188452.240939912
88.4,-185435.056520797
88.5,-185638.803545901
88.6,-194363.852754322
88.7,-192363.926229352
88.8,-196631.39430428
88.9,-198761.948997441
89,-188281.380595236
89.1,-189730.166655931
89.2,-199516.073379553
89.3,-205336.108254948
89.4,-202809.312753858
89.5,-194735.029697331
89.6,-190126.403152325
89.7,-195983.889089789
89.8,-197086.616621969
89.9,-200802.847896591
90,-194098.091373263
90.1,-188361.908440189
90.2,-197723.982715944
90.3,-205737.451177131
90.4,-208509.738053309
90.5,-206706.962965644
90.6,-203618.89735528
90.7,-197602.690853592
90.8,-195783.470163413
90.9,-205586.73550837
91,-206554.563399216
91.1,-202949.367652952
91.2,-201957.584947414
91.3,-198158.242727976
91.4,-195386.703874149
91.5,-189807.632957404
91.6,-190556.823211916
91.7,-194892.131190174
91.8,-195081.577990396
91.9,-193558.806647612
92,-193431.764915811
92.1,-190008.971679527
92.2,-193217.006918874
92.3,-192828.984286595
92.4,-192921.404027459
92.5,-187952.764266445
92.6,-193148.036061643
92.7,-202845.164753985
92.8,-204252.882359312
92.9,-198713.710071295
93,-188783.915462798
93.1,-183417.467615174
93.2,-186143.268231964
93.3,-191908.190337897
93.4,-185305.501919596
93.5,-179733.44560573
93.6,-180672.320930046
93.7,-180935.760678511
93.8,-175895.661835352
93.9,-168780.567775912
94,-170673.624879229
94.1,-178771.43823967
94.2,-185830.43532246
94.3,-182167.296383738
94.4,-177949.757286371
94.5,-175372.440168427
94.6,-177845.75617493
94.7,-184149.90787651
94.8,-185519.042141862
94.9,-185784.501951847
